"url","address","capital_value","land_value","improvement_value","price","price_on","decade_built","category_type","building_construction","building_condition","num_bedrooms","bath_estimate","num_bathrooms","bed_estimate","floor_area","land_area","has_deck","contour","suburb_name","view_scope","view_type","lat","lng","distance_total_transit","distance_walking_transit","duration_transit","distance_total_driving","distance_walking_driving","duration_driving","distance_total_bicycling","distance_walking_bicycling","duration_bicycling","distance_total_supermarket","duration_supermarket"
"","<redacted>",522000,225000,308000,695000,"2017-04-19 00:00:00",1920,"house","WT","AG",NULL,1,NULL,3,100,367,1,"level","Lyall bay","none","none",-41.32214536640178,174.80302471109547,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",403000,156000,252000,341000,"2017-04-20 00:00:00",1970,"house","WI","AA",3,1,NULL,3,100,658,0,"level","Stokes valley","slight","other",-41.163980015572186,174.98776045895454,27482,658,3665,27482,658,3665,27482,658,3665,27482,3665
"","<redacted>",801000,269000,542000,1004000,"2017-04-20 00:00:00",1910,"house","WI","AA",3,2,NULL,4,194,538,0,"steep_fall","Kelburn","moderate","other",-41.28887435280887,174.75895156053372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",481000,218000,265000,762000,"2017-04-23 00:00:00",1960,"house","WI","AA",NULL,3,NULL,5,300,813,0,"level","Kingston",NULL,"other",-41.32460355717459,174.76858761863897,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",708000,530000,177000,898000,"2017-04-21 00:00:00",NULL,"house","WI","AA",NULL,2,NULL,4,200,582,1,"level","Karori","none","none",-41.2860596978729,174.7528120525558,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",968000,353000,611000,1105000,"2017-04-25 00:00:00",2000,"house","WI","GG",5,3,NULL,5,265,1203,1,"easy_to_moderate_fall","Island bay","moderate","water",-41.340269818599225,174.76793136563163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",628000,270000,367000,536000,"2017-04-28 00:00:00",1970,"house","WT","AA",3,1,NULL,3,108,450,1,"level","Alicetown","none","none",-41.219521972514855,174.89301122368389,15858,710,2593,15858,710,2593,15858,710,2593,15858,2593
"","<redacted>",578000,246000,333000,769000,"2017-04-21 00:00:00",1920,"house","WI","GA",NULL,2,NULL,3,150,481,1,"easy_to_moderate_fall","Karori","moderate","other",-41.28663889945795,174.74670666797783,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",472000,281000,199000,684000,"2017-04-23 00:00:00",1950,"house","WI","AA",NULL,1,NULL,3,90,611,1,"easy_to_moderate_rise","Southgate",NULL,"water",-41.33943063275361,174.78116215934818,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",683000,377000,315000,988000,"2017-04-22 00:00:00",1910,"house","WI","AA",NULL,2,NULL,4,180,655,1,"level","Lyall bay","none","none",-41.32581839121024,174.7938126304035,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",533000,312000,230000,781000,"2017-04-28 00:00:00",NULL,"house","WI","AA",NULL,1,NULL,3,87,329,1,"level","Newtown","none","none",-41.30961752833698,174.77988017965376,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",456000,296000,161000,606000,"2017-05-03 00:00:00",1900,"house","WI","AA",NULL,1,NULL,3,110,314,0,"level","Newtown","none","none",-41.317944864013924,174.78406874462445,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",567000,202000,370000,743000,"2017-04-30 00:00:00",1930,"house","WI","AA",3,1,NULL,3,110,664,1,"easy_to_moderate_fall","Island bay","slight","water",-41.341650717053575,174.7627272739817,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",486000,239000,249000,238000,"2017-04-23 00:00:00",1950,"house","AA","GG",4,2,NULL,3,150,502,0,"easy_to_moderate_rise","Vogeltown","moderate","other",-41.317288728897566,174.77103813251776,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",743000,392000,360000,858000,"2017-05-03 00:00:00",1920,"house","WI","XA",5,2,NULL,3,130,376,1,"level","Hataitai","none","none",-41.30453413000173,174.78807919059244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",480000,154000,331000,682000,"2017-04-26 00:00:00",1940,"house","WX","GA",NULL,1,NULL,3,110,639,0,"easy_to_moderate_fall","Karori","moderate","other",-41.28431139478749,174.7333247601806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",539000,190000,345000,756500,"2017-04-27 00:00:00",1960,"house","WI","AA",NULL,2,NULL,4,200,582,0,"level","Kingston","moderate","other",-41.325912945839725,174.76341355242664,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",490000,273000,217000,755300,"2017-04-26 00:00:00",NULL,"house","RI","GG",NULL,2,NULL,3,140,255,0,"easy_to_moderate_fall","Newtown","slight","other",-41.31639065343657,174.79040232130708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",613000,293000,325000,869500,"2017-05-01 00:00:00",1930,"house","WT","GF",NULL,2,NULL,4,180,635,0,"steep_fall","Karori","moderate","other",-41.28857949599996,174.74284597726574,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",686000,253000,439000,673800,"2017-04-27 00:00:00",1960,"house","XI","GG",NULL,2,NULL,3,130,445,0,"level","Lyall bay","none","none",-41.33140054483915,174.79102615743494,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",556000,203000,356000,1152000,"2017-04-26 00:00:00",1990,"house","WI","AA",NULL,1,NULL,3,110,278,1,"easy_to_moderate_rise","Aro valley","none","none",-41.294180616134234,174.76619489380016,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",640000,269000,384000,895000,"2017-04-29 00:00:00",1920,"house","WI","FF",4,2,NULL,3,126,536,0,"steep_rise","Aro valley","none","none",-41.293059604603016,174.76681909650762,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",805000,262000,547000,1062000,"2017-05-04 00:00:00",2010,"house","WT","GG",5,3,0,4,235,458,1,"level","Churton park","moderate","other",-41.19851627452287,174.8047022659116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",679000,288000,391000,832000,"2017-05-02 00:00:00",NULL,"house","WI","AA",NULL,2,NULL,3,150,453,0,"level","Island bay","none","none",-41.34097241803048,174.76873755396775,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",549000,334000,214000,737000,"2017-05-05 00:00:00",1940,"house","WT","AA",NULL,1,NULL,3,80,494,0,"level","Kilbirnie","moderate","other",-41.320780734957026,174.79433511121414,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",504000,262000,248000,638000,"2017-05-08 00:00:00",1920,"house","XI","AA",NULL,1,NULL,3,90,436,1,"easy_to_moderate_rise","Southgate",NULL,"water",-41.33959755534503,174.77701170932102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",481000,242000,250000,701000,"2017-05-06 00:00:00",1900,"house","WI","GG",2,1,NULL,2,70,410,1,"easy_to_moderate_rise","Berhampore","slight","other",-41.32512975869524,174.7776010522385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",498000,195000,301000,732000,"2017-05-08 00:00:00",NULL,"house","XI","AA",NULL,1,NULL,2,70,200,1,"easy_to_moderate_fall","Newtown","none","none",-41.31226797304867,174.77705895253658,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",790000,308000,488000,935000,"2017-05-01 00:00:00",1950,"house","WT","AA",3,2,NULL,4,180,604,1,"easy_to_moderate_rise","Brooklyn","none","none",-41.30970761554205,174.76219592366346,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",937000,261000,673000,1059500,"2017-05-06 00:00:00",2000,"house","XI","GG",4,3,NULL,5,290,1108,1,"easy_to_moderate_fall","Karori","moderate","other",-41.293440746552704,174.73854129893863,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",523000,247000,285000,756000,"2017-05-08 00:00:00",1900,"house","WI","AA",NULL,2,NULL,3,140,304,0,"level","Berhampore","moderate","other",-41.321514407868456,174.76912076895385,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",440000,166000,270000,618895,"2017-05-01 00:00:00",1960,"house","WI","AA",NULL,1,NULL,3,100,519,0,"level","Kingston","moderate","other",-41.32159697302295,174.759389719746,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",418000,165000,262000,622000,"2017-05-10 00:00:00",1940,"house","WI","AX",0,2,0,3,140,990,1,"steep_rise","Glenside","slight","other",-41.204746082811376,174.81328975229158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",727000,331000,396000,1204000,"2017-05-07 00:00:00",1920,"house","WT","AA",NULL,2,NULL,4,210,716,1,"steep_rise","Kelburn","slight","water",-41.285552140369425,174.7530319979623,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",447000,200000,248000,742177,"2017-05-01 00:00:00",1980,"house","FI","GG",0,2,0,4,190,480,1,"easy_to_moderate_rise","Churton park","none","none",-41.20363397458201,174.80537240831177,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",650000,335000,325000,828000,"2017-05-06 00:00:00",1960,"house","WI","GA",NULL,2,NULL,3,150,1053,0,"level","Island bay","none","none",-41.33439149864923,174.7749531598705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",811000,314000,509000,1232000,"2017-05-10 00:00:00",1980,"house","WT","GG",NULL,2,NULL,4,210,571,1,"easy_to_moderate_rise","Karori","none","none",-41.288863391949405,174.73724172955806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",486000,284000,210000,764000,"2017-05-05 00:00:00",1930,"house","WI","GG",NULL,1,NULL,3,100,607,0,"level","Melrose",NULL,"water",-41.32894810895995,174.78841906153585,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",465000,238000,233000,683500,"2017-05-08 00:00:00",1900,"house","XI","AF",NULL,1,NULL,3,130,204,1,"level","Newtown","none","none",-41.30553529569084,174.77329068368127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",262000,120000,146000,296000,"2017-05-10 00:00:00",1960,"house","WT","AA",NULL,1,NULL,3,90,509,0,"level","Wainuiomata","none","none",-41.24399975400987,174.954836459232,32260,684,4375,32260,684,4375,32260,684,4375,32260,4375
"","<redacted>",603000,308000,300000,868500,"2017-05-13 00:00:00",1920,"house","WI","GA",NULL,1,NULL,3,100,632,1,"steep_rise","Island bay","slight","other",-41.32696083169028,174.7727178700126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",908000,374000,535000,1026000,"2017-05-14 00:00:00",1920,"house","WI","GG",5,3,NULL,4,221,506,1,"steep_rise","Karori",NULL,"water",-41.28827194319429,174.7519171995798,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",738000,333000,409000,920000,"2017-05-13 00:00:00",1990,"house","WI","AA",5,2,NULL,4,222,771,1,"steep_fall","Island bay",NULL,"other",-41.33427405655115,174.78204812768362,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",547000,250000,300000,638000,"2017-05-08 00:00:00",1930,"house","WI","AA",NULL,2,NULL,3,130,1372,0,"easy_to_moderate_rise","Island bay","slight","water",-41.341541604920195,174.76355555110956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",438000,325000,122000,552000,"2017-05-16 00:00:00",1910,"house","WF","AA",NULL,1,NULL,2,50,792,1,"steep_rise","Lyall bay",NULL,"water",-41.33021175174495,174.7866978731525,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",456000,214000,250000,626800,"2017-05-08 00:00:00",1920,"house","WI","AF",NULL,1,NULL,3,110,506,0,"level","Karori","none","none",-41.281956760656854,174.72870553599813,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",803000,247000,563000,246130,"2017-05-13 00:00:00",2010,"house","XT","GG",4,NULL,NULL,NULL,263,597,1,"level","Johnsonville","none","none",-41.2127035981761,174.79545522843333,13404,1488,3652,13404,1488,3652,13404,1488,3652,13404,3652
"","<redacted>",569000,202000,361000,781000,"2017-05-15 00:00:00",1930,"house","WI","AA",4,2,NULL,3,154,506,1,"easy_to_moderate_rise","Karori","slight","other",-41.28451825453357,174.7305940069253,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",514000,353000,162000,747000,"2017-05-14 00:00:00",1920,"house","WI","AA",NULL,2,NULL,3,130,506,0,"easy_to_moderate_rise","Karori","moderate","other",-41.28408303473657,174.73921267165778,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",730000,471000,257000,961000,"2017-05-12 00:00:00",1890,"house","WI","GG",NULL,1,NULL,3,110,418,1,"easy_to_moderate_rise","Mount cook","none","none",-41.30639278101217,174.7755729735759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",615000,243000,370000,868150,"2017-05-13 00:00:00",1900,"house","WI","AA",NULL,1,NULL,3,110,551,0,"easy_to_moderate_rise","Brooklyn","moderate","other",-41.31021489512808,174.76670513609102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",432000,218000,226000,522000,"2017-05-16 00:00:00",1920,"house","WI","AG",NULL,1,NULL,2,66,587,0,"steep_fall","Melrose","moderate","water",-41.32294016806734,174.78510312658597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",787000,362000,421000,888000,"2017-05-12 00:00:00",NULL,"house","WI","AA",NULL,2,NULL,4,200,1192,1,"easy_to_moderate_rise","Brooklyn",NULL,"water",-41.313763777921196,174.77047137484803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",569000,185000,385000,788000,"2017-05-18 00:00:00",2000,"house","WI","GG",NULL,2,NULL,4,160,407,1,"easy_to_moderate_rise","Karori","none","none",-41.2839771478106,174.72878337875505,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",533000,234000,309000,673000,"2017-05-20 00:00:00",1920,"house","WI","GG",3,1,NULL,3,88,213,1,"easy_to_moderate_rise","Newtown","slight","other",-41.31289096531028,174.7713095495269,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",456000,178000,283000,694000,"2017-05-20 00:00:00",1950,"house","WI","AA",NULL,1,NULL,3,110,473,1,"easy_to_moderate_rise","Island bay","moderate","other",-41.33251623425452,174.77934364206803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",432000,140000,303000,594000,"2017-05-21 00:00:00",1910,"house","WF","AA",NULL,1,NULL,3,87,171,0,"level","Lyall bay","none","none",-41.324522054279434,174.80108036807917,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",484000,183000,304000,714800,"2017-05-15 00:00:00",1920,"house","WT","AA",NULL,2,NULL,3,140,417,1,"easy_to_moderate_rise","Karori","slight","other",-41.283382658028586,174.7234958885774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",593000,288000,310000,990500,"2017-05-20 00:00:00",1920,"house","WT","AA",NULL,2,NULL,3,130,559,0,"easy_to_moderate_fall","Karori","none","none",-41.287516370481725,174.7360664167527,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",245000,201000,51000,531000,"2017-05-21 00:00:00",1940,"townhouse","BT","AA",NULL,1,NULL,1,50,599,0,"steep_rise","Johnsonville","moderate","other",-41.23019460736793,174.80426751991826,10421,309,2066,10421,309,2066,10421,309,2066,10421,2066
"","<redacted>",793000,461000,336000,933000,"2017-05-18 00:00:00",1920,"house","WI","GG",NULL,2,NULL,4,180,529,1,"easy_to_moderate_fall","Hataitai","moderate","water",-41.31039226364959,174.79924350652587,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",414000,118000,302000,596000,"2017-05-16 00:00:00",1910,"house","WI","AG",NULL,1,NULL,3,100,1104,1,"easy_to_moderate_fall","Karori","none","none",-41.28366933415787,174.755097729885,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",538000,279000,262000,730000,"2017-05-22 00:00:00",1960,"house","WI","AA",NULL,2,NULL,4,190,556,1,"easy_to_moderate_fall","Island bay","slight","other",-41.33130605968894,174.78542963193468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",467000,186000,281000,596000,"2017-05-18 00:00:00",1950,"house","WI","AA",2,1,NULL,3,120,762,0,"easy_to_moderate_rise","Brooklyn","none","none",-41.31628501435416,174.76065246293982,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",589000,353000,231000,760000,"2017-05-26 00:00:00",1950,"house","WI","AA",NULL,2,NULL,4,159,583,0,"level","Karori","none","none",-41.28112142950458,174.7356519446355,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",505000,270000,243000,617000,"2017-05-25 00:00:00",1940,"house","BT","GG",NULL,1,NULL,3,112,342,0,"level","Berhampore","none","none",-41.320406533860684,174.77643531183938,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",603000,226000,381000,858500,"2017-05-22 00:00:00",1900,"house","WI","AG",3,1,NULL,3,94,278,1,"level","Kilbirnie","none","none",-41.310516565789335,174.78737181705614,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",528000,259000,271000,768000,"2017-05-28 00:00:00",1970,"house","XI","GG",NULL,2,NULL,3,130,410,1,"easy_to_moderate_rise","Southgate","moderate","water",-41.3443109798416,174.7767364362469,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",826000,738000,94000,1355000,"2017-05-27 00:00:00",1900,"house","WI","AA",NULL,2,NULL,3,150,500,0,"easy_to_moderate_rise","Kelburn","moderate","water",-41.28371136538537,174.77657873605145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",686000,278000,414000,939500,"2017-05-26 00:00:00",1920,"house","WI","GG",3,2,NULL,3,126,306,1,"level","Island bay","none","none",-41.32967158873322,174.76961800771184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",578000,271000,315000,809000,"2017-05-24 00:00:00",1890,"house","WI","GG",NULL,2,NULL,3,130,276,1,"easy_to_moderate_fall","Newtown","none","none",-41.31650367779625,174.7881776582327,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",653000,242000,418000,793000,"2017-05-24 00:00:00",1900,"house","WI","AA",NULL,2,NULL,3,130,282,1,"level","Berhampore","none","none",-41.32031700528405,174.77569932424868,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",517000,201000,314000,565000,"2017-05-29 00:00:00",1960,"house","WT","GG",NULL,1,NULL,3,120,637,1,"steep_fall","Khandallah","slight","other",-41.241666556160354,174.80093647457565,11188,1213,2719,11188,1213,2719,11188,1213,2719,11188,2719
"","<redacted>",514000,268000,256000,564000,"2017-06-01 00:00:00",1940,"house","WF","GA",NULL,1,NULL,3,100,526,1,"easy_to_moderate_rise","Karori","slight","water",-41.27930906536824,174.750371106792,5276,692,1505,5276,692,1505,5276,692,1505,5276,1505
"","<redacted>",560000,375000,188000,870000,"2017-06-02 00:00:00",NULL,"house","WI","AA",NULL,2,NULL,3,140,625,0,"level","Lyall bay","none","none",-41.33340055709627,174.7982872779416,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",601000,320000,290000,864000,"2017-06-02 00:00:00",1900,"house","WI","GA",NULL,2,NULL,3,130,618,1,"level","Island bay","slight","water",-41.34392772054949,174.7641855518447,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",596000,216000,384000,859000,"2017-06-03 00:00:00",1960,"house","XI","AA",4,2,NULL,4,220,556,1,"level","Kingston","moderate","other",-41.32390808654392,174.77224108552574,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",499000,225000,285000,724000,"2017-05-30 00:00:00",1970,"house","FI","GG",4,2,NULL,3,147,507,1,"easy_to_moderate_rise","Brooklyn","slight","other",-41.30864196356182,174.7579367514959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",812000,229000,597000,967836,"2017-06-07 00:00:00",2010,"house","WI","GG",5,3,0,5,269,620,1,"level","Churton park","none","none",-41.19569373773398,174.81520415728806,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",881000,290000,597000,1234000,"2017-06-04 00:00:00",1920,"house","WI","GG",NULL,2,NULL,4,230,507,1,"level","Karori","moderate","other",-41.28885578740027,174.74393652825097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",561000,168000,406000,770000,"2017-06-07 00:00:00",1920,"house","WI","AA",NULL,2,NULL,4,210,445,0,"easy_to_moderate_rise","Owhiro bay","slight","other",-41.33842364680124,174.75702160414036,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",488000,172000,316000,743000,"2017-06-02 00:00:00",1970,"house","WT","GG",NULL,2,NULL,4,160,453,1,"easy_to_moderate_fall","Karori","moderate","other",-41.29008428432585,174.72095350731814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",584000,358000,240000,844000,"2017-06-03 00:00:00",1950,"house","WI","AA",NULL,2,NULL,4,159,583,0,"level","Karori","none","none",-41.28869776099856,174.73846293735772,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"","<redacted>",602000,353000,260000,491000,"2017-06-03 00:00:00",1920,NULL,"WI","AA",2,1,NULL,3,90,390,0,"level","Petone",NULL,NULL,-41.227645693705455,174.8902696831619,15101,339,2250,15101,339,2250,15101,339,2250,15101,2250
